DateTimeStamp;AValue
22/03/2020 23:10:00;421.6206
22/03/2020 23:13:00;438.7058
22/03/2020 23:14:00;423.6396
22/03/2020 23:15:00;406.6769
22/03/2020 23:16:00;428.3272
22/03/2020 23:17:00;403.4616
22/03/2020 23:19:00;426.8053
22/03/2020 23:21:00;405.0506
22/03/2020 23:23:00;424.9141
22/03/2020 23:25:00;403.254
22/03/2020 23:27:00;429.7361
22/03/2020 23:28:00;419.4243
22/03/2020 23:29:00;388.2798
22/03/2020 23:30:00;405.6975
22/03/2020 23:31:00;424.2744
22/03/2020 23:33:00;393.8317
22/03/2020 23:35:00;409.3159
22/03/2020 23:38:00;392.4956
22/03/2020 23:39:00;425.9397
22/03/2020 23:40:00;413.1324
22/03/2020 23:43:00;390.7555
22/03/2020 23:46:00;420.0393
22/03/2020 23:47:00;394.2952
22/03/2020 23:48:00;383.3827
22/03/2020 23:49:00;409.4327
22/03/2020 23:51:00;392.7576
22/03/2020 23:52:00;417.6988
22/03/2020 23:53:00;387.649
22/03/2020 23:54:00;409.4801
22/03/2020 23:56:00;392.3858
22/03/2020 23:59:00;410.5724
23/03/2020 00:01:00;377.4115
23/03/2020 00:03:00;406.3524
23/03/2020 00:04:00;390.7212
23/03/2020 00:05:00;380.3961
23/03/2020 00:06:00;394.5059
23/03/2020 00:07:00;414.7185
23/03/2020 00:08:00;401.7083
23/03/2020 00:09:00;368.5092
23/03/2020 00:10:00;408.7556
23/03/2020 00:11:00;387.5583
23/03/2020 00:12:00;373.8839
23/03/2020 00:13:00;387.9905
23/03/2020 00:14:00;374.8915
23/03/2020 00:15:00;396.8979
23/03/2020 00:17:00;408.3254
23/03/2020 00:18:00;382.1262
23/03/2020 00:19:00;407.7833
23/03/2020 00:21:00;382.9011
23/03/2020 00:22:00;412.8018
23/03/2020 00:23:00;387.5553
23/03/2020 00:24:00;375.1666
23/03/2020 00:25:00;386.6786
23/03/2020 00:26:00;411.0425
23/03/2020 00:27:00;379.2585
23/03/2020 00:29:00;411.6971
23/03/2020 00:30:00;397.4854
23/03/2020 00:31:00;380.9936
23/03/2020 00:32:00;412.6567
23/03/2020 00:34:00;387.2983
23/03/2020 00:35:00;412.9032
23/03/2020 00:36:00;374.5842
23/03/2020 00:37:00;390.2496
23/03/2020 00:38:00;406.0381
23/03/2020 00:39:00;369.8181
23/03/2020 00:40:00;381.4128
23/03/2020 00:41:00;406.2234
23/03/2020 00:42:00;390.0915
23/03/2020 00:43:00;367.4865
23/03/2020 00:44:00;401.8625
23/03/2020 00:46:00;379.8127
23/03/2020 00:47:00;409.4408
23/03/2020 00:48:00;386.459
23/03/2020 00:50:00;402.9014
23/03/2020 00:51:00;375.1363
23/03/2020 00:52:00;387.6117
23/03/2020 00:54:00;399.1983
23/03/2020 00:55:00;370.0257
23/03/2020 00:56:00;399.417
23/03/2020 00:58:00;369.8786
23/03/2020 00:59:00;409.6403
23/03/2020 01:00:00;390.1771
23/03/2020 01:05:00;369.4654
23/03/2020 01:06:00;395.6999
23/03/2020 01:08:00;371.4766
23/03/2020 01:09:00;406.296
23/03/2020 01:10:00;372.4954
23/03/2020 01:12:00;404.4581
23/03/2020 01:13:00;376.6992
23/03/2020 01:14:00;412.876
23/03/2020 01:15:00;397.0823
23/03/2020 01:17:00;385.9834
23/03/2020 01:19:00;401.0584
23/03/2020 01:20:00;368.9656
23/03/2020 01:21:00;404.4289
23/03/2020 01:22:00;380.1623
23/03/2020 01:24:00;399.5802
23/03/2020 01:25:00;378.5411
23/03/2020 01:26:00;408.3999
23/03/2020 01:27:00;386.3038
23/03/2020 01:33:00;372.1286
23/03/2020 01:34:00;408.9682
23/03/2020 01:35:00;370.0912
23/03/2020 01:36:00;407.8195
23/03/2020 01:37:00;372.0671
23/03/2020 01:38:00;399.022
23/03/2020 01:39:00;378.3738
23/03/2020 01:40:00;407.5636
23/03/2020 01:41:00;376.6165
23/03/2020 01:42:00;409.6031
23/03/2020 01:43:00;398.9464
23/03/2020 01:44:00;368.6039
23/03/2020 01:45:00;391.1384
23/03/2020 01:49:00;402.0308
23/03/2020 01:50:00;372.6334
23/03/2020 01:51:00;392.9309
23/03/2020 01:52:00;375.9253
23/03/2020 01:53:00;397.6808
23/03/2020 01:56:00;413.1505
23/03/2020 01:57:00;391.4064
23/03/2020 02:00:00;373.8617
23/03/2020 02:01:00;406.0109
23/03/2020 02:02:00;369.1621
23/03/2020 02:03:00;406.6376
23/03/2020 02:04:00;373.4838
23/03/2020 02:05:00;395.1709
23/03/2020 02:07:00;381.3271
23/03/2020 02:08:00;404.7513
23/03/2020 02:10:00;373.8476
23/03/2020 02:11:00;385.1118
23/03/2020 02:12:00;402.6232
23/03/2020 02:13:00;391.6291
23/03/2020 02:15:00;365.1065
23/03/2020 02:16:00;401.4736
23/03/2020 02:17:00;369.8443
23/03/2020 02:18:00;383.1721
23/03/2020 02:21:00;401.8615
23/03/2020 02:23:00;385.9098
23/03/2020 02:24:00;373.9876
23/03/2020 02:28:00;394.9875
23/03/2020 02:30:00;365.8622
23/03/2020 02:31:00;399.1772
23/03/2020 02:32:00;384.1646
23/03/2020 02:34:00;369.9541
23/03/2020 02:35:00;385.5673
23/03/2020 02:36:00;403.5271
23/03/2020 02:38:00;361.6393
23/03/2020 02:39:00;374.3272
23/03/2020 02:40:00;399.3283
23/03/2020 02:41:00;362.1431
23/03/2020 02:42:00;386.9467
23/03/2020 02:44:00;364.0938
23/03/2020 02:45:00;394.2761
23/03/2020 02:47:00;370.0005
23/03/2020 02:48:00;385.145
23/03/2020 02:49:00;398.7479
23/03/2020 02:51:00;368.5455
23/03/2020 02:52:00;357.7528
23/03/2020 02:53:00;368.5334
23/03/2020 02:55:00;381.0017
23/03/2020 03:00:00;393.7501
23/03/2020 03:06:00;364.8092
23/03/2020 03:08:00;377.9365
23/03/2020 03:10:00;360.7989
23/03/2020 03:12:00;392.4704
23/03/2020 03:13:00;375.759
23/03/2020 03:15:00;360.2689
23/03/2020 03:16:00;370.9849
23/03/2020 03:17:00;396.6229
23/03/2020 03:19:00;367.7706
23/03/2020 03:20:00;352.6553
23/03/2020 03:21:00;382.4467
23/03/2020 03:23:00;355.1371
23/03/2020 03:25:00;395.3764
23/03/2020 03:26:00;377.5566
23/03/2020 03:27:00;363.3462
23/03/2020 03:28:00;375.1736
23/03/2020 03:30:00;391.749
23/03/2020 03:33:00;367.4713
23/03/2020 03:40:00;379.3109
23/03/2020 03:53:00;367.8855
23/03/2020 03:56:00;378.0473
23/03/2020 04:14:00;367.7596
23/03/2020 05:20:00;355.3083
23/03/2020 05:56:00;372.7412
23/03/2020 05:59:00;352.2986
23/03/2020 06:00:00;375.4155
23/03/2020 06:01:00;358.7131
23/03/2020 06:02:00;342.834
23/03/2020 06:03:00;372.7241
23/03/2020 06:04:00;349.4007
23/03/2020 06:06:00;374.2668
23/03/2020 06:08:00;348.0736
